scaffold	start	end	Fst_AUR_ARI	Fst_BIF_ARI	Fst_CAL_ARI	Fst_CLV_ARI	Fst_FLE_ARI	Fst_LON_ARI	Fst_AUR_BIF	Fst_AUR_CAL	Fst_AUR_CLV	Fst_AUR_FLE	Fst_LON_AUR	Fst_ARI_AUS	Fst_AUR_AUS	Fst_BIF_AUS	Fst_CAL_AUS	Fst_CLV_AUS	Fst_FLE_AUS	Fst_LON_AUS	Fst_CAL_BIF	Fst_CLV_BIF	Fst_FLE_BIF	Fst_LON_BIF	Fst_CAL_FLE	Fst_LON_CAL	Fst_CAL_CLV	Fst_FLE_CLV	Fst_LON_CLV	Fst_LON_FLE	Fst_PUN_ARI	Fst_PUN_AUR	Fst_PUN_AUS	Fst_PUN_BIF	Fst_PUN_CAL	Fst_PUN_CLV	Fst_PUN_FLE	Fst_PUN_LON	dxy_AUR_ARI	dxy_BIF_ARI	dxy_CAL_ARI	dxy_CLV_ARI	dxy_FLE_ARI	dxy_LON_ARI	dxy_AUR_BIF	dxy_AUR_CAL	dxy_AUR_CLV	dxy_AUR_FLE	dxy_LON_AUR	dxy_ARI_AUS	dxy_AUR_AUS	dxy_BIF_AUS	dxy_CAL_AUS	dxy_CLV_AUS	dxy_FLE_AUS	dxy_LON_AUS	dxy_CAL_BIF	dxy_CLV_BIF	dxy_FLE_BIF	dxy_LON_BIF	dxy_CAL_FLE	dxy_LON_CAL	dxy_CAL_CLV	dxy_FLE_CLV	dxy_LON_CLV	dxy_LON_FLE	dxy_PUN_ARI	dxy_PUN_AUR	dxy_PUN_AUS	dxy_PUN_BIF	dxy_PUN_CAL	dxy_PUN_CLV	dxy_PUN_FLE	dxy_PUN_LON	pi_ARI	pi_AUR	pi_AUS	pi_BIF	pi_CAL	pi_CLV	pi_FLE	pi_LON	pi_PUN	fst_Prin1	dxy_Prin1	pi_Prin1	gene_count_per_window	cm/mb	tree_concordance
LG8	1	500000	0.6233	0.6824	0.5714	0.8554	0.5179	0.6394	0.6117	0.2707	0.8048	0.4641	0.3418	0.5694	0.3043	0.589	0.1014	0.775	0.4283	0.2076	0.5807	0.7853	0.591	0.6299	0.4131	0.1104	0.7788	0.7796	0.8138	0.4746	0.624	0.3568	0.0681	0.6344	0.1667	0.813	0.4821	0.29	0.008317135	0.011756403	0.008292521	0.01497196	0.007012023	0.008491037	0.011245703	0.00491201	0.014635335	0.007289354	0.004886176	0.008316017	0.005191033	0.011617843	0.003879101	0.01480089	0.007489018	0.004159633	0.011375063	0.015122877	0.011323364	0.011548551	0.007251677	0.003494652	0.014708684	0.014560922	0.014822901	0.007434759	0.008207689	0.00504247	0.003128508	0.011679316	0.003861899	0.014710705	0.00745709	0.004241558	0.001614935	0.002673072	0.003133271	0.003277439	0.003291913	0.001318591	0.003170006	0.002457062	0.002361565	4.166743477	-6.176333763	-2.83383225	63	2.206297059	0.9883065
LG8	500001	1000000	0.6252	0.7511	0.6024	0.8371	0.5029	0.627	0.7302	0.187	0.8228	0.508	0.2608	0.6061	0.2602	0.7249	0.1491	0.8066	0.4896	0.1734	0.7199	0.8182	0.6963	0.7352	0.4765	0.0894	0.8106	0.7932	0.8271	0.5015	0.6579	0.2976	0.1116	0.7601	0.1671	0.841	0.5362	0.2093	0.008839855	0.014601549	0.008708679	0.017000482	0.007146297	0.00879499	0.014413183	0.003579527	0.016763418	0.007715733	0.003858593	0.008717251	0.004056331	0.014695564	0.003410195	0.016746898	0.007593578	0.003339424	0.014422566	0.017693228	0.014227814	0.014606105	0.00744378	0.00289743	0.016793554	0.016595654	0.016808646	0.007517738	0.008596306	0.003690883	0.002623456	0.014553435	0.003017365	0.0166882	0.007395847	0.003024126	0.002040137	0.002393764	0.002484963	0.002572167	0.002669325	0.001513031	0.00302607	0.002299674	0.001751939	6.19324084	-4.160463352	-3.226637259	81	0.07454041	0.9764223
LG8	1000001	1500000	0.567	0.6458	0.5457	0.7939	0.5125	0.6088	0.5516	0.0935	0.7309	0.4106	0.1657	0.5555	0.1233	0.5646	0.07	0.73	0.4281	0.1571	0.5291	0.7278	0.5662	0.5951	0.3881	0.13	0.724	0.726	0.7683	0.4379	0.5281	0.1115	0.0372	0.544	0.0748	0.6977	0.4012	0.1205	0.009637841	0.01364478	0.010060332	0.014670737	0.008998045	0.010167849	0.012617848	0.004518376	0.014975065	0.008436356	0.004583317	0.009929196	0.004523843	0.013886797	0.004574051	0.015212315	0.009059849	0.004872362	0.012816523	0.015954065	0.013173504	0.014041782	0.008633239	0.004614393	0.015108497	0.01475833	0.0149131	0.008501661	0.010084154	0.004723884	0.004495757	0.014246272	0.004883384	0.014845844	0.009115674	0.00505729	0.002400099	0.003825265	0.00393183	0.004592033	0.004375817	0.001818213	0.004037293	0.003406446	0.004443542	-0.336763043	-3.317574251	-1.129259675	75	0.600033017	0.9556346
LG8	1500001	2000000	0.6361	0.6922	0.5766	0.833	0.5162	0.5882	0.6608	0.2173	0.8199	0.4764	0.2382	0.6096	0.2873	0.6506	0.117	0.7991	0.445	0.1359	0.621	0.7792	0.6076	0.6274	0.4043	0.0308	0.7867	0.7738	0.7932	0.4189	0.6323	0.325	0.0665	0.6671	0.1753	0.8175	0.4649	0.1935	0.009342479	0.01353301	0.009325456	0.015386923	0.008184212	0.009370069	0.013269626	0.004454835	0.015273423	0.008104809	0.004516525	0.009394299	0.004620729	0.013596349	0.003890571	0.015324686	0.007910353	0.003918185	0.013417554	0.015724519	0.013131269	0.01346259	0.007884989	0.003558813	0.015298662	0.015132697	0.015368716	0.007948548	0.00929514	0.004649185	0.002960215	0.013534368	0.004095709	0.015271687	0.007811922	0.004116054	0.002132219	0.002503218	0.0027845	0.003475586	0.003471956	0.001429846	0.003658931	0.003293625	0.002430727	3.623557503	-4.31483743	-2.484313943	77	3.695655647	0.9878827
LG8	2000001	2500000	0.5941	0.6647	0.5164	0.8502	0.5188	0.5626	0.615	0.172	0.8299	0.3903	0.2066	0.4927	0.2137	0.5599	0.1496	0.7588	0.3233	0.165	0.5613	0.7797	0.575	0.5944	0.3191	0.0699	0.7672	0.7832	0.7991	0.3419	0.5614	0.2576	0.0461	0.6104	0.2114	0.8051	0.3769	0.2153	0.007799336	0.012029735	0.008131276	0.015356117	0.007729604	0.008334417	0.011830127	0.004415985	0.015288146	0.0065241	0.004293881	0.008065108	0.00489601	0.012301729	0.0051383	0.015641629	0.006923183	0.004967061	0.012372682	0.015740377	0.012051014	0.012697849	0.006750719	0.004143246	0.015690216	0.015092414	0.015715967	0.006582254	0.008039651	0.004587448	0.003731604	0.012282935	0.005013116	0.015277649	0.006715244	0.004691232	0.001882628	0.002627868	0.003870611	0.003558472	0.003785327	0.001311855	0.003427351	0.003216317	0.002966389	1.600438954	-5.611125186	-2.286319376	73	0.165063907	0.9827544
LG8	2500001	3000000	0.6313	0.6785	0.6108	0.8499	0.5474	0.5972	0.6487	0.2992	0.8276	0.4643	0.2807	0.5727	0.251	0.6058	0.1789	0.784	0.41	0.1692	0.628	0.8043	0.5971	0.6223	0.4312	0.0885	0.8179	0.7923	0.8075	0.4235	0.5986	0.2926	0.0273	0.6298	0.2357	0.8051	0.4439	0.2136	0.00944924	0.012158966	0.009477068	0.01499794	0.008597969	0.009566914	0.012467308	0.005069231	0.014974982	0.007820801	0.005037928	0.00946547	0.005004093	0.012581041	0.004541131	0.014986331	0.007755264	0.004632054	0.012427757	0.015292813	0.012077135	0.012538721	0.007607528	0.003662387	0.01488376	0.014731647	0.015025608	0.007722973	0.009455553	0.005046522	0.003383785	0.012646934	0.004713808	0.015014523	0.007823372	0.004698764	0.002127668	0.002696479	0.003447033	0.003306402	0.003018876	0.001174158	0.003500276	0.003268046	0.002976624	4.042845294	-4.633058827	-2.484049809	60	0.008201494	0.9884264
LG8	3000001	3500000	0.677	0.7352	0.6139	0.8704	0.4965	0.5798	0.7232	0.2852	0.8668	0.4974	0.2457	0.6339	0.3343	0.6998	0.2168	0.8385	0.4665	0.126	0.6797	0.8291	0.6354	0.6569	0.4364	0.0636	0.8281	0.7936	0.8123	0.4005	0.67	0.3836	0.0594	0.7244	0.2555	0.8597	0.5002	0.1613	0.009405364	0.01431077	0.00949284	0.016916374	0.007883259	0.009336904	0.014105929	0.004430195	0.016573734	0.00821353	0.004471976	0.009318527	0.004513615	0.01423958	0.004233932	0.016483575	0.008205168	0.00386962	0.014253103	0.016919505	0.013752334	0.014191098	0.008221676	0.003701975	0.016570556	0.016410595	0.016595286	0.008093321	0.00933657	0.004498903	0.002587121	0.014264304	0.004182094	0.01643696	0.008209776	0.003801367	0.001935261	0.002080361	0.002546808	0.002953449	0.003055013	0.001161532	0.003827891	0.003561707	0.002073124	5.918071971	-3.37371411	-2.873299972	59	0.410862954	0.9846263
LG8	3500001	4000000	0.5437	0.6716	0.5222	0.8491	0.5295	0.4926	0.5833	0.1745	0.7771	0.3898	0.154	0.508	0.1514	0.5779	0.1251	0.7594	0.3777	0.1071	0.5862	0.7508	0.5685	0.5568	0.389	0.0683	0.7783	0.7679	0.7445	0.358	0.5654	0.2271	0.0763	0.6192	0.1847	0.7995	0.4274	0.1513	0.008360803	0.012628938	0.008034475	0.016581131	0.008112326	0.008268858	0.012775136	0.005107335	0.016513016	0.007857779	0.005327106	0.008112924	0.004946637	0.012801949	0.004762934	0.016552494	0.007839455	0.004980758	0.01287767	0.016037813	0.012300016	0.013023677	0.007921623	0.004583765	0.016521431	0.016067956	0.016272886	0.008022	0.007881593	0.005032374	0.003837812	0.012904131	0.004697126	0.016417487	0.007691804	0.004829867	0.001730143	0.003723511	0.003784689	0.004077966	0.003749096	0.001822754	0.003747289	0.004406895	0.002850003	0.86400974	-4.295053279	-1.630638253	57	1.962721787	0.9819362
LG8	4000001	4500000	0.5997	0.6595	0.5636	0.7867	0.5055	0.5486	0.6362	0.2306	0.7736	0.3997	0.2405	0.5787	0.274	0.6275	0.1327	0.758	0.3765	0.1376	0.6092	0.7363	0.5795	0.5956	0.3551	0.0548	0.7509	0.7284	0.7381	0.3392	0.6054	0.2997	0.0837	0.6429	0.1696	0.779	0.4023	0.1687	0.011316293	0.015840425	0.011508485	0.017752611	0.010511669	0.011455065	0.01550374	0.005735654	0.017500801	0.008740742	0.006074195	0.011358138	0.005862977	0.015639903	0.004947015	0.017498979	0.008614777	0.005156778	0.015714266	0.017744624	0.015257959	0.015560254	0.008745831	0.00469415	0.017540201	0.017576406	0.017613291	0.008705385	0.011346808	0.005776498	0.003914866	0.015535261	0.004992148	0.017412147	0.008623741	0.005157499	0.002925755	0.003323091	0.00358969	0.004332718	0.004144616	0.002413999	0.004658734	0.004415054	0.003081204	1.776389361	-0.106119467	-1.016482511	67	1.39919334	0.9855354
LG8	4500001	5000000	0.6393	0.7228	0.5493	0.7954	0.522	0.616	0.7037	0.2438	0.7911	0.4565	0.3424	0.5812	0.2821	0.6691	0.1283	0.758	0.3925	0.1979	0.6506	0.7927	0.6316	0.698	0.364	0.0905	0.7466	0.7308	0.7901	0.4167	0.5847	0.278	0.0486	0.6679	0.1384	0.7582	0.4022	0.2259	0.010789237	0.01503438	0.01030046	0.018099044	0.010214542	0.010486839	0.014457039	0.005347386	0.018350844	0.009023121	0.005546098	0.010599945	0.005394441	0.01478708	0.004783029	0.018239317	0.008643582	0.004720402	0.014890048	0.019188177	0.014660835	0.014962195	0.008664262	0.00412229	0.01826645	0.018440802	0.01841087	0.008526694	0.010608604	0.005309088	0.003783329	0.014656162	0.004837484	0.018193001	0.008792904	0.004955502	0.002556407	0.002762732	0.003468427	0.003016244	0.004020111	0.002455743	0.004452451	0.002951046	0.003429439	3.52230131	-0.855688778	-1.701062608	65	2.273104552	0.9876315
LG8	5000001	5500000	0.6595	0.6864	0.5665	0.8383	0.6096	0.6253	0.6813	0.299	0.8409	0.6078	0.3867	0.5688	0.3162	0.6231	0.092	0.7815	0.5207	0.1976	0.6098	0.7847	0.6486	0.6503	0.5086	0.1063	0.7818	0.815	0.8171	0.5696	0.6032	0.352	0.0662	0.6482	0.1386	0.8036	0.553	0.2407	0.010871949	0.015734371	0.011092883	0.020807774	0.010674393	0.011231352	0.015439439	0.005861607	0.020478701	0.010523554	0.005977258	0.01091543	0.005867749	0.015602831	0.004749104	0.02050547	0.010569442	0.005125426	0.015536022	0.021224771	0.015343574	0.015576644	0.01057741	0.004455107	0.020496465	0.020696564	0.020593907	0.010751798	0.010905196	0.005718585	0.003984825	0.015554886	0.004802422	0.020491531	0.010509068	0.00509318	0.002435239	0.002406026	0.003812774	0.004046189	0.004187194	0.001958986	0.00310514	0.003161593	0.003209059	5.558286564	1.571681827	-1.902960966	69	2.247535	0.9922423
LG8	5500001	6000000	0.5208	0.6369	0.494	0.7908	0.5503	0.5383	0.5999	0.17	0.7614	0.4659	0.2053	0.5167	0.1752	0.6105	0.1115	0.7575	0.4428	0.1411	0.5715	0.7122	0.6443	0.6047	0.4144	0.0437	0.7297	0.7975	0.7583	0.4601	0.5474	0.1887	0.0505	0.6323	0.1429	0.7798	0.4765	0.1685	0.011385629	0.016159447	0.011597319	0.018558938	0.009745815	0.011785146	0.016194203	0.006664774	0.018450206	0.009252649	0.006512168	0.011269023	0.006083861	0.016246185	0.005854928	0.018187863	0.008961118	0.005651228	0.016224936	0.017909693	0.015077433	0.016335452	0.009310066	0.005201435	0.01829787	0.017398541	0.018400477	0.009245565	0.011194722	0.0058469	0.004359277	0.016279107	0.005827039	0.018257288	0.008859966	0.005545065	0.003284836	0.004522671	0.004256169	0.00487338	0.005251384	0.002209434	0.003349109	0.004393192	0.003661184	1.235346648	0.909993851	-0.530209225	71	2.558698936	0.9839565
LG8	6000001	6500000	0.522	0.5905	0.4976	0.7197	0.4908	0.5339	0.5386	0.2667	0.6862	0.4355	0.255	0.4865	0.2324	0.5198	0.1613	0.6517	0.3979	0.1586	0.5152	0.6874	0.5436	0.5355	0.4154	0.0884	0.6715	0.6914	0.6985	0.4468	0.5166	0.2738	0.0356	0.5408	0.2108	0.669	0.431	0.1952	0.012619653	0.015029649	0.012667702	0.014868436	0.011322457	0.012943683	0.01492728	0.008704796	0.015232093	0.011179483	0.007917575	0.012657456	0.008086655	0.015616316	0.0075909	0.01542634	0.011211599	0.007095244	0.015411353	0.016145025	0.014897706	0.015277483	0.011481694	0.006283657	0.015209009	0.015061809	0.015391135	0.011467026	0.012594553	0.008254413	0.00555601	0.015707471	0.007919257	0.015361944	0.011260267	0.007192346	0.003768778	0.004932262	0.00555601	0.005216525	0.005747065	0.002563025	0.00463021	0.005042101	0.004828509	-0.49962203	2.082056617	0.600482916	51	2.049487183	0.9459957
LG8	6500001	7000000	0.5836	0.6117	0.4846	0.7387	0.506	0.4722	0.6281	0.283	0.7643	0.5364	0.2963	0.4933	0.2931	0.5564	0.1108	0.6818	0.4245	0.1284	0.5356	0.7065	0.5895	0.5466	0.4166	0.0707	0.6846	0.722	0.6791	0.4034	0.5173	0.3225	0.0487	0.5824	0.1351	0.7063	0.4408	0.1277	0.011964026	0.015177199	0.012252405	0.016289229	0.010659182	0.012122868	0.015484689	0.00778136	0.016711827	0.011237161	0.008081245	0.012237776	0.007588819	0.015428636	0.006744965	0.016792163	0.010864448	0.007040368	0.015216409	0.01657044	0.015129829	0.015752805	0.011042428	0.006608762	0.016597241	0.016456527	0.016696219	0.010901247	0.012169168	0.007638032	0.005442185	0.015893257	0.006789972	0.016683734	0.01073425	0.006750024	0.003729492	0.003342144	0.005234138	0.004760367	0.005859654	0.002696776	0.004248012	0.0059374	0.004684152	0.232162581	1.962133248	0.260677183	49	1.978654714	0.9796072
LG8	7000001	7500000	0.5559	0.626	0.4643	0.7465	0.5218	0.4805	0.6105	0.3126	0.7452	0.5282	0.3261	0.4263	0.3007	0.5359	0.1293	0.6625	0.4229	0.1584	0.5441	0.6952	0.613	0.5513	0.4407	0.0706	0.6776	0.7389	0.6877	0.4514	0.4702	0.3311	0.0439	0.5587	0.1544	0.6853	0.447	0.185	0.013096058	0.017431395	0.01331435	0.016784334	0.011979949	0.013298903	0.018090247	0.010015922	0.016880659	0.012661609	0.009905051	0.012623149	0.010014725	0.018989042	0.008831813	0.017416107	0.012916242	0.008920373	0.01905887	0.017318192	0.018048523	0.018428151	0.013069923	0.007508313	0.017502379	0.016894798	0.017195971	0.012814905	0.01305315	0.009961105	0.007061571	0.019137225	0.008791372	0.017371625	0.012806128	0.008872619	0.004145854	0.004310379	0.00690009	0.005728361	0.006958906	0.002721477	0.004363649	0.006404277	0.006092687	0.437347061	6.437584542	1.466502285	44	4.352955023	0.9545976
LG8	7500001	8000000	0.5141	0.658	0.461	0.7075	0.4886	0.5042	0.6245	0.2366	0.6866	0.4698	0.2847	0.3891	0.2567	0.5495	0.1296	0.6175	0.3734	0.1675	0.5618	0.7273	0.6333	0.5987	0.406	0.0613	0.6346	0.7001	0.662	0.4506	0.4175	0.2778	0.0253	0.5765	0.1533	0.6384	0.3972	0.2006	0.013761857	0.017822563	0.014447199	0.017800082	0.012407584	0.014393119	0.016446114	0.00917624	0.017630203	0.012465374	0.009240475	0.013575087	0.010248713	0.018223714	0.009516507	0.017792515	0.012973443	0.0093412	0.016916837	0.017398634	0.016647501	0.016853308	0.013108176	0.007194194	0.017531638	0.017431311	0.017436548	0.013102263	0.013520529	0.010044894	0.007939501	0.01835012	0.009441002	0.017708975	0.012825795	0.009403716	0.004556511	0.005278939	0.007982355	0.003943001	0.00720713	0.003421367	0.004844065	0.005992931	0.007150979	-0.647213412	6.494350913	1.984562017	47	5.9545106	0.9435453
LG8	8000001	8500000	0.468	0.6449	0.4233	0.6329	0.4285	0.4696	0.6016	0.1933	0.6241	0.3718	0.2461	0.3922	0.1996	0.54	0.0765	0.5576	0.3318	0.1028	0.5809	0.7018	0.6053	0.619	0.3459	0.0699	0.5747	0.6136	0.6109	0.3835	0.4244	0.2244	0.0365	0.5806	0.1045	0.5858	0.3448	0.1366	0.011939841	0.015280215	0.011866446	0.014038322	0.01120661	0.012313425	0.015144711	0.008221118	0.01430579	0.011114038	0.008618528	0.011663867	0.008832548	0.015389414	0.007509418	0.014919613	0.011335009	0.007468591	0.015330206	0.015256175	0.015979919	0.015658241	0.011484058	0.006877949	0.014272811	0.014318497	0.014430086	0.011896155	0.012076097	0.008889759	0.007295389	0.016355568	0.007836877	0.014972413	0.011454642	0.007825505	0.004444478	0.005557361	0.007165728	0.003082035	0.006373053	0.003674825	0.005481845	0.005471491	0.00644598	-3.341492744	2.046101206	1.588303442	29	3.722151004	0.9225926
LG8	8500001	9000000	0.4611	0.52	0.403	0.6193	0.3946	0.4602	0.4966	0.2015	0.5985	0.3391	0.2452	0.3905	0.1953	0.4637	0.0904	0.5673	0.3123	0.1387	0.4615	0.5856	0.4505	0.5007	0.2866	0.103	0.5805	0.5619	0.6007	0.3222	0.3631	0.2118	0.0499	0.4579	0.1059	0.5644	0.2973	0.1614	0.014530017	0.016957357	0.014497725	0.014977472	0.014103768	0.01469944	0.018781688	0.010939814	0.016783948	0.014516919	0.010814638	0.014584108	0.010758818	0.019884708	0.010149414	0.016965009	0.015434034	0.010118442	0.019384277	0.016750867	0.018787093	0.019182038	0.014347981	0.009489368	0.016937654	0.016643941	0.016636534	0.014080038	0.014183686	0.011556124	0.009665416	0.020052766	0.010659928	0.016939658	0.015223404	0.010827406	0.005713009	0.006847095	0.00858693	0.007314512	0.008690667	0.004328767	0.008546999	0.007463942	0.008986243	-5.736323996	9.085928645	4.945952928	33	6.858567589	0.9467085
LG8	9000001	9500000	0.455	0.6206	0.4433	0.6545	0.5289	0.4619	0.5474	0.1706	0.6155	0.4443	0.2096	0.3987	0.2291	0.5406	0.2039	0.5753	0.4077	0.1884	0.5411	0.6523	0.6105	0.5473	0.4167	0.0573	0.6082	0.6398	0.6066	0.4194	0.4668	0.2592	0.0615	0.5824	0.2068	0.6177	0.4454	0.1918	0.01506085	0.020724261	0.015818277	0.01653208	0.015994403	0.016411124	0.020207788	0.010475213	0.017230517	0.015220389	0.011338287	0.01592566	0.012406076	0.022862964	0.012641623	0.017559791	0.016953101	0.012347506	0.02148208	0.016656324	0.020858127	0.021711538	0.015729173	0.009326625	0.017084298	0.016957769	0.017178334	0.016047688	0.016471162	0.011927528	0.009367886	0.023099314	0.011809617	0.017450647	0.016739396	0.011463434	0.005547542	0.007638101	0.009193151	0.006463781	0.008559796	0.004303524	0.006030617	0.008534124	0.007467207	-1.566668506	12.56059375	4.4717318	20	1.023006801	0.9337468
LG8	9500001	10000000	0.4183	0.4719	0.374	0.5252	0.3959	0.3402	0.4389	0.2219	0.507	0.3333	0.1862	0.3428	0.2282	0.4104	0.1027	0.4752	0.2908	0.073	0.4063	0.4824	0.4556	0.3975	0.3028	0.0656	0.479	0.5281	0.4627	0.2699	0.3538	0.2443	0.0194	0.4172	0.0904	0.4672	0.3173	0.0862	0.014475582	0.015650918	0.014036234	0.013882656	0.011915478	0.014350635	0.016139212	0.011823733	0.014539949	0.01094867	0.011772459	0.014518959	0.012567013	0.017240036	0.010465248	0.014870151	0.01193277	0.010795648	0.015659986	0.01415481	0.013857223	0.016663756	0.011680009	0.009948086	0.01462221	0.012759734	0.014895848	0.011461637	0.014599991	0.012848364	0.009512191	0.017393314	0.010083834	0.014810698	0.012101267	0.010830258	0.006449263	0.007440524	0.009331603	0.007554786	0.008705732	0.005031803	0.006259171	0.009796428	0.008999911	-9.020433341	5.607862379	5.56074865	21	2.290683942	0.8915993
LG8	10000001	10500000	0.3227	0.4671	0.2777	0.5482	0.3241	0.305	0.4298	0.1277	0.521	0.2743	0.1201	0.254	0.1241	0.398	0.0713	0.4764	0.2261	0.0618	0.3905	0.5387	0.4083	0.4121	0.207	0.0439	0.4907	0.5148	0.5002	0.2267	0.2036	0.135	0.0439	0.3829	0.0906	0.4529	0.2067	0.0804	0.012635749	0.015960194	0.01316353	0.016514409	0.012410363	0.013626328	0.015027774	0.010315705	0.016223432	0.011692502	0.009913476	0.012784709	0.010373495	0.016646935	0.010791857	0.017366021	0.012277607	0.010388637	0.015961451	0.016031841	0.014372496	0.016947562	0.011707381	0.010086603	0.017425616	0.016431818	0.017371243	0.011929116	0.012128469	0.011075084	0.010714989	0.017006139	0.011687753	0.017297446	0.012510183	0.011203402	0.006656072	0.007529584	0.009466181	0.006568978	0.009659152	0.004852923	0.007439308	0.009165454	0.01024168	-11.19685322	5.7820897	5.844169645	29	9.2946864	0.9082969
LG8	10500001	11000000	0.471	0.6321	0.4818	0.7016	0.4898	0.4755	0.5003	0.1875	0.5947	0.3594	0.1806	0.457	0.1609	0.5152	0.0923	0.6081	0.3289	0.1044	0.5242	0.6652	0.5436	0.5269	0.3368	0.0696	0.6191	0.6411	0.6133	0.3349	0.4712	0.1601	0.043	0.5257	0.1139	0.6098	0.3471	0.1149	0.016260152	0.018800175	0.015805482	0.016020375	0.014530708	0.016319236	0.018364003	0.011440747	0.015965183	0.014764297	0.01157194	0.016027092	0.011273957	0.019261745	0.009553519	0.016273282	0.013911587	0.00999667	0.018614354	0.016081154	0.017854287	0.019021417	0.01351466	0.008989147	0.016187349	0.015779691	0.016400972	0.013828517	0.016231678	0.010966371	0.008844987	0.019220618	0.009747342	0.016238827	0.014021949	0.009972521	0.004592511	0.008744427	0.008325256	0.005507446	0.007918082	0.003425869	0.006593124	0.008360471	0.007971329	-3.762937338	9.031246221	3.963654109	41	4.84143552	0.9285814
LG8	11000001	11500000	0.6147	0.6646	0.5024	0.7603	0.5294	0.5125	0.6123	0.2355	0.7261	0.4753	0.284	0.5143	0.2768	0.549	0.1125	0.6631	0.3802	0.1519	0.5291	0.7038	0.5811	0.5362	0.3472	0.0674	0.6543	0.7019	0.6619	0.3682	0.4803	0.2674	0.0503	0.529	0.1109	0.6508	0.3454	0.15	0.012546537	0.016535852	0.012603117	0.017249769	0.011575788	0.012588496	0.016658947	0.008263688	0.017687802	0.011594054	0.008838776	0.012582447	0.008513894	0.017529409	0.007859226	0.017812671	0.011678483	0.008316259	0.017096009	0.017542857	0.01667423	0.017219323	0.011242304	0.007402435	0.017800038	0.017425711	0.017781101	0.011418374	0.012380124	0.008852205	0.006971946	0.017402851	0.008192771	0.017823578	0.011370407	0.008627501	0.002985003	0.003981774	0.006052264	0.005014604	0.006764089	0.003147467	0.005006352	0.006414776	0.006616671	-0.614935291	4.462184446	1.203128952	49	5.485077301	0.9732237
LG8	11500001	12000000	0.6237	0.6732	0.5198	0.769	0.5888	0.5837	0.6624	0.2169	0.7456	0.4906	0.2611	0.4951	0.2896	0.5929	0.1545	0.6614	0.4122	0.1689	0.573	0.7476	0.6374	0.6265	0.391	0.0882	0.6729	0.7286	0.7121	0.4389	0.5347	0.3199	0.0441	0.6225	0.1834	0.692	0.4359	0.2006	0.013259418	0.015891819	0.013494244	0.016715583	0.012705619	0.013398788	0.015724128	0.007083091	0.015539667	0.010151356	0.006651633	0.012509872	0.008109432	0.016558588	0.007866815	0.015703882	0.011113242	0.007090988	0.015967379	0.016874222	0.015510865	0.015935176	0.010682476	0.006170619	0.015733441	0.015437027	0.015624494	0.010174683	0.012602935	0.007974728	0.005803364	0.01662927	0.007772209	0.015490543	0.010814996	0.007003734	0.003372163	0.003580449	0.005712513	0.003734947	0.006028118	0.002758212	0.003964148	0.004716418	0.004956901	1.941718553	2.434401712	-0.049154084	54	2.33238013	0.9586619
LG8	12000001	12500000	0.6556	0.6295	0.4971	0.7785	0.5623	0.5622	0.6742	0.3403	0.833	0.6241	0.4341	0.5169	0.4015	0.5967	0.128	0.729	0.4899	0.2074	0.5577	0.7382	0.6125	0.6072	0.461	0.118	0.7143	0.7709	0.768	0.5237	0.5448	0.4055	0.0815	0.6052	0.136	0.744	0.5047	0.1984	0.012089743	0.015757198	0.011880966	0.017050846	0.011500314	0.012117167	0.015448161	0.007139523	0.017046149	0.011286265	0.007364293	0.011973908	0.007691221	0.016692816	0.006309696	0.017030459	0.01141233	0.006407686	0.015747517	0.017206978	0.01517502	0.015688326	0.011200948	0.00574812	0.016907215	0.016822954	0.016880427	0.011230012	0.012072048	0.007186846	0.005176473	0.016234016	0.006180963	0.017117015	0.011139878	0.005937363	0.003503761	0.002155368	0.004639395	0.004572132	0.005444704	0.002045698	0.003587005	0.004006323	0.004219632	3.89437237	2.059080884	-0.909958129	65	1.592244738	0.9718532
LG8	12500001	13000000	0.4708	0.5826	0.4596	0.749	0.5168	0.5283	0.4431	0.1442	0.6746	0.4232	0.1807	0.4935	0.1865	0.5282	0.1379	0.6962	0.4531	0.1777	0.4745	0.6954	0.5587	0.5403	0.4064	0.1151	0.663	0.7509	0.733	0.4821	0.5247	0.1876	0.0596	0.5436	0.1545	0.7175	0.4731	0.1958	0.012853952	0.01594408	0.013052556	0.018027127	0.011383478	0.012797135	0.013785567	0.008080138	0.017992129	0.011643948	0.007487426	0.012676181	0.00793128	0.015922937	0.007531565	0.017705758	0.011577276	0.00687564	0.015396111	0.018526145	0.014989169	0.015477007	0.011508717	0.006893347	0.017693365	0.017434335	0.018105969	0.011478415	0.012723888	0.007492051	0.005435836	0.015607932	0.00733641	0.017837258	0.01136185	0.006667664	0.003877247	0.006148978	0.005154228	0.005397539	0.006454782	0.002485336	0.003967452	0.004663499	0.004547381	-0.695247701	3.020454258	0.710445328	58	0.76996916	0.9793615
